paperhash,decision,review_index,text_length,sentiment_polarity,sentiment_subjectivity,text
carbonnelle|intraclass_clustering_an_implicit_learning_ability_that_regularizes_dnns|ICLR_cc_2021_Conference,True,0,3035,0.21195622895622893,0.48919624819624824,"### 1. Brief summary
The authors note that in classification tasks there typically exist within-class groups of similar images that are not explicitly encoded in the coarse class label -- they call th..."
carbonnelle|intraclass_clustering_an_implicit_learning_ability_that_regularizes_dnns|ICLR_cc_2021_Conference,True,1,17458,0.11524325891972956,0.4630947570947573,"Summary:
This work investigates whether intra-class separation in the latent space of a neural network correlates with its generalization capabilities. To perform this, the authors design 4 measures t..."
carbonnelle|intraclass_clustering_an_implicit_learning_ability_that_regularizes_dnns|ICLR_cc_2021_Conference,True,2,5451,0.173065268065268,0.4923800678488177,"**Summary**:

This paper introduces a notion coined “intraclass clustering” that describes a deep neural network’s implicit ability to cluster within data. 4 different quantities that measure the netw..."
carbonnelle|intraclass_clustering_an_implicit_learning_ability_that_regularizes_dnns|ICLR_cc_2021_Conference,True,3,3668,0.061572535991140674,0.4322148394241418,This paper studies the intraclass clustering ability of neural networks trained in supervised learning and found that networks show intraclass clustering ability despite not explicitly enforced by the...
foong|how_tight_can_pacbayes_be_in_the_small_data_regime|NeurIPS_cc_2021_Conference,True,0,2879,0.1119832041343669,0.3958979328165375,"I have concerns about the clarity of the paper. 

Originality. The paper chooses to address an important and unsolved theoretical problem, which is characterizing how Delta, a design choice in PAC-Bay..."
foong|how_tight_can_pacbayes_be_in_the_small_data_regime|NeurIPS_cc_2021_Conference,True,1,3356,0.14436718941435922,0.42666183397315466,"Originality: While the bounds studied here are not new, and the open problems that result from the study are also existing ones, the questions formulated and the methodology to pursue them are origina..."
foong|how_tight_can_pacbayes_be_in_the_small_data_regime|NeurIPS_cc_2021_Conference,True,2,21211,0.021079785722642862,0.4417135363563937,"ORIGINALITY

The generalisation bounds (PAC-Bayes and other) that appear in this paper are all known. An novel thing that this submission does is leverage the generic PAC-Bayes theorem which holds for..."
foong|how_tight_can_pacbayes_be_in_the_small_data_regime|NeurIPS_cc_2021_Conference,True,3,1958,0.037500000000000006,0.4397727272727272,"Focusing on the small dataset regime, the paper investigates the relation between test set bounds (Langford, 2002) and PAC-Bayesian bounds, notably, (1) the family of bounds due to Catoni (parameteriz..."
tasse|generalisation_in_lifelong_reinforcement_learning_through_logical_composition|ICLR_cc_2022_Conference,True,0,1458,0.07788367546432061,0.4524437927663735,"This work is sound and can potentially shape future lifelong reinforcement learning (LRL) research.
I'm a bit skeptical however about its applicability in any use cases. 

**Strengths:**
- The introdu..."
tasse|generalisation_in_lifelong_reinforcement_learning_through_logical_composition|ICLR_cc_2022_Conference,True,1,7533,0.08422609026775695,0.4812208085124754,"Goal-based tasks: I think this is an interesting subset of RL problems, and that it is great to study this class of problems.  However, not mentioning this limitation in the abstract (and not even in ..."
tasse|generalisation_in_lifelong_reinforcement_learning_through_logical_composition|ICLR_cc_2022_Conference,True,2,7341,0.09617908407382088,0.4603187514240146,"## Strengths

* This work extends the previous results of (Nangue Tasse et al. 2020) to handle stochastic transitions.
* The topic area is relevant for ICLR.
* Lifelong learning is an important and ch..."
tasse|generalisation_in_lifelong_reinforcement_learning_through_logical_composition|ICLR_cc_2022_Conference,True,3,9178,0.09323887163561079,0.509572121718861,"Positives:

- The idea of using logical composition to autonomously determine whether a given task can be immediately solved using existing policies or whether a new policy has to be learned and added..."
tasse|generalisation_in_lifelong_reinforcement_learning_through_logical_composition|ICLR_cc_2022_Conference,True,4,1736,0.12012422360248445,0.40299171842650106,"Good work on this paper. I appreciate the background session as I had forgotten lots of details from the boolean task algebra, since I read it. The papar is very sound and the concern about the number..."
tasse|generalisation_in_lifelong_reinforcement_learning_through_logical_composition|ICLR_cc_2022_Conference,True,5,1896,0.10255102040816327,0.4681802721088435,"### Strengths
* The paper is generally well written and easy to follow, and explanations are intuitive.
* The chosen research problem, lifelong and multi-task RL, is both important and insufficiently ..."
yoon|scalable_and_orderrobust_continual_learning_with_additive_parameter_decomposition|ICLR_cc_2020_Conference,True,0,18835,0.11134768865495741,0.51449858878273,Summary: The paper addresses continual learning challenges such as catastrophic forgetting and task-order robustness by introducing a new hybrid algorithm that uses architecture growth as well as para...
yoon|scalable_and_orderrobust_continual_learning_with_additive_parameter_decomposition|ICLR_cc_2020_Conference,True,1,1980,0.1895833333333333,0.6184934318555009,"The paper introduces an additive parameter decomposition (APD) approach to continual learning in the sequential task classification setting and evaluates it across a number of dimensions, including ta..."
yoon|scalable_and_orderrobust_continual_learning_with_additive_parameter_decomposition|ICLR_cc_2020_Conference,True,2,6411,0.04822273497646632,0.4788342254760165,"The paper proposes a training framework that: 
(i) can efficiently handle catastrophic forgetting in a large number of tasks
(ii) is robust to the ordering of the tasks

The high-level idea is to deco..."
barrett|implicit_gradient_regularization|ICLR_cc_2021_Conference,True,0,18230,0.10814120806152669,0.4343701882446905,"## Edit after rebuttal

I have updated my evaluation (from 4 to 6) based on the changes made in the manuscript and the responses by the authors. See details in my response to the authors: https://open..."
barrett|implicit_gradient_regularization|ICLR_cc_2021_Conference,True,1,2314,0.05203497023809523,0.3918824404761905,"The authors show the discrete steps of gradient descent implicitly regularize models by penalizing trajectories that have large loss-gradients, which is called Implicit Gradient Regularization in the ..."
barrett|implicit_gradient_regularization|ICLR_cc_2021_Conference,True,2,5953,0.09601133180544939,0.473382098293863,This paper provides a unique perspective on the implicit regularization effect of gradient descent that has been observed and studied previously. The authors point out that the discrete steps taken by...
kent|modified_frank_wolfe_in_probability_space|NeurIPS_cc_2021_Conference,True,0,2896,0.09428571428571428,0.3753968253968254,"## Main Points
### Originality and significance: 
I am not an expert in the area of Distributionally Robust Optimization (DRO) and Variational method which are the areas addressed in the related work ..."
kent|modified_frank_wolfe_in_probability_space|NeurIPS_cc_2021_Conference,True,1,2316,0.1683928571428572,0.5860119047619047,The paper aims to optimize a functional of probability measures. This problem is very important and has a lot of applications in machine learning. The paper is well written and has a nice logical flow...
kent|modified_frank_wolfe_in_probability_space|NeurIPS_cc_2021_Conference,True,2,20859,0.04122444759541534,0.48440978376462246,"The paper originally proposes an algorithm based on LLMO in the context of Probability space. However, I find the paper hard to read with many inaccurate/incomplete statements, missing references, and..."
kent|modified_frank_wolfe_in_probability_space|NeurIPS_cc_2021_Conference,True,3,120,-0.03333333333333333,0.6333333333333333,The methods and perspectives are novel. Potential applications of the proposed algorithms are wide are and remain open. 
wan|nbdt_neuralbacked_decision_tree|ICLR_cc_2021_Conference,True,0,1093,0.08975168350168353,0.41853956228956224,"This paper proposes a neural-backed decision tree that aims to improve both the accuracy and the interpretability of deep learning models. Training under a newly introduced tree supervision loss, the ..."
wan|nbdt_neuralbacked_decision_tree|ICLR_cc_2021_Conference,True,1,12706,0.10165144721179209,0.45390387390387416,"The authors did a fantastic job of answering questions, revising their manuscript in accord with reviewer feedback (Sec 3.4 title), and even adding new experimental results based on reviewer suggestio..."
wan|nbdt_neuralbacked_decision_tree|ICLR_cc_2021_Conference,True,2,5598,0.08010847975553859,0.483432560903149,"The paper proposes a method to make neural networks more accurate and interpretable by replacing their final layers with a probabilistic decision tree. As a result, the network can produce a sequence ..."
wan|nbdt_neuralbacked_decision_tree|ICLR_cc_2021_Conference,True,3,3433,0.10533008658008658,0.44881854256854253,"Significance:
This article seems to be a useful contribution to the literature on interpretable deep networks. However, the paper could be strengthened by demonstrating and analyzing the interpretabil..."
wan|nbdt_neuralbacked_decision_tree|ICLR_cc_2021_Conference,True,4,3121,0.12723958333333335,0.4932291666666666,"Aim to improve the interpretability and the accuracy of the neural network, this paper takes a step further on the integration of NN with a decision tree. It will replace the final linear layer of the..."
otto|differentiable_trust_region_layers_for_deep_reinforcement_learning|ICLR_cc_2021_Conference,True,0,11575,0.07266794557148888,0.4567915876774144,"### Summary
In trust-region-based policy optimization methods such as TRPO and PPO, it is difficult to tune and lots of approximations are required. The authors try to solve this issue by introducing ..."
otto|differentiable_trust_region_layers_for_deep_reinforcement_learning|ICLR_cc_2021_Conference,True,1,908,0.3205952380952381,0.5947172619047619,"The authors explore the use of KL, 2-Wasserstein, and Frobenius norm in order to derive trust region projections in DRL. The topic is relevant and novel - specially given the prevalence of TRPO and PP..."
otto|differentiable_trust_region_layers_for_deep_reinforcement_learning|ICLR_cc_2021_Conference,True,2,7980,0.1045654345654346,0.44091413721665823,"I’m terribly sorry but I noticed that somehow my review of this paper was not successfully submitted as I checked my submission tasks. After double checking with the area chair, we decide to add my re..."
otto|differentiable_trust_region_layers_for_deep_reinforcement_learning|ICLR_cc_2021_Conference,True,3,5040,0.09921497584541061,0.4367753623188406,"### Summary
The paper proposes a way to impose trust region restrictions via projections when doing policy optimisation in Reinforcement Learning. The projections have a closed form and enforce a trus..."
yang|hit_and_lead_discovery_with_explorative_rl_and_fragmentbased_molecule_generation|NeurIPS_cc_2021_Conference,True,0,6453,0.10730067400953476,0.46588662392459856,The originality of this paper lies in a new combination of the used machine-learning techniques to achieve an ambitious goal of designing realistic compounds that can be developed as potential drugs. ...
yang|hit_and_lead_discovery_with_explorative_rl_and_fragmentbased_molecule_generation|NeurIPS_cc_2021_Conference,True,1,1983,0.001384032634032637,0.4333158508158509,"The proposed framework named FREED integrates fragment-based molecular representation, docking scores, and soft actor-critic method for drug design. Overall, the originality of this work is mild. The ..."
yang|hit_and_lead_discovery_with_explorative_rl_and_fragmentbased_molecule_generation|NeurIPS_cc_2021_Conference,True,2,9702,0.12285244007692994,0.47043076198178224,"### ===== Detailed pros: ===== 

1. The problem setup is highly relevant to real-world drug discovery:
- The property being optimized is docking score, which is better than toy-ish tasks commonly used..."
yang|hit_and_lead_discovery_with_explorative_rl_and_fragmentbased_molecule_generation|NeurIPS_cc_2021_Conference,True,3,7278,0.12479340822013232,0.4325450315967557,"## Review Summary
Overall I found the paper interesting and the experimental results seem to validate the proposed approach. Code is provided to allow the method to be built upon in the future. A more..."
kumar|metalearning_of_structured_task_distributions_in_humans_and_machines|ICLR_cc_2021_Conference,True,0,7083,0.14424122807017542,0.49867502088554716,"This work is an exploration of model behaviour upon meta-learning tasks with compositional structure. The authors discover that, unlike humans, machine learning models do not readily pick up on the un..."
kumar|metalearning_of_structured_task_distributions_in_humans_and_machines|ICLR_cc_2021_Conference,True,1,3159,0.1323155019583591,0.37955318491032775,"This paper sets out to determine something about the form of the bias acquired by a standard meta-learning algorithm, and compare the form of that bias to the inherent bias that humans have.    The au..."
kumar|metalearning_of_structured_task_distributions_in_humans_and_machines|ICLR_cc_2021_Conference,True,2,6277,0.14216839562876146,0.4841910833069369,"*Summarize what the paper claims to contribute. Be positive and generous.*

This paper offers an interesting comparison between humans and a meta-learning algorithm [1,2] learning to uncover structure..."
kumar|metalearning_of_structured_task_distributions_in_humans_and_machines|ICLR_cc_2021_Conference,True,3,8821,0.15215802368927367,0.5230077861952862,"Post revision update
-------------------------------

The authors have been very helpful and addressed many of my concerns, and I think the revised paper is a substantial improvement. I have rated the..."
farid|generalization_bounds_for_metalearning_via_pacbayes_and_uniform_stability|NeurIPS_cc_2021_Conference,True,0,3484,0.05627869605142333,0.5167262451353362,"The paper's contributions build on works on bi-level generalization guarantees. To the best of my knowledge, the combination of uniform stability and PAC-Bayes frameworks is new in the meta-learning l..."
farid|generalization_bounds_for_metalearning_via_pacbayes_and_uniform_stability|NeurIPS_cc_2021_Conference,True,1,13855,0.04942387904066736,0.4809813463098136,"ORIGINALITY

Generalization bounds for meta-learning have been proposed before. There are stability-based approaches (works of Maurer) and approaches that are based on PAC-Bayes bounds (Amit and Meir)..."
farid|generalization_bounds_for_metalearning_via_pacbayes_and_uniform_stability|NeurIPS_cc_2021_Conference,True,2,7152,0.15451884390119683,0.47541295306001197,"Originality
---------
Understanding fewshot learning methods is still challenging and results going in this direction are important. The proposed contribution combines an existing uniform stability fr..."
farid|generalization_bounds_for_metalearning_via_pacbayes_and_uniform_stability|NeurIPS_cc_2021_Conference,True,3,793,0.12180555555555556,0.48958333333333326,The theoretical study of meta-learning algorithms is a very relevant topic in machine learning due to the wide range of potential applications. This work proposes a novel PAC-Bayes bounds that builds ...
yu|dense_keypoints_via_multiview_supervision|NeurIPS_cc_2021_Conference,True,0,2225,0.12404545454545456,0.44687373737373737,"This paper's contributions are:

- A novel formulation of probabilistic epipolar constraints that can be used to enforce multiview consistency on continuous dense keypoints fields
- A new neural netwo..."
yu|dense_keypoints_via_multiview_supervision|NeurIPS_cc_2021_Conference,True,1,2598,0.15140751092878754,0.44521926654905375,"I was not very excited with the paper. I initially liked 2 ideas of the paper: 1) Using epipolar errors does not require extra labels. 2) The keypoint detection engine uses only a single image, and th..."
yu|dense_keypoints_via_multiview_supervision|NeurIPS_cc_2021_Conference,True,2,11649,0.10152818772136954,0.49618386453613733,"**Main paper**

1. Motivation: It might be good to elaborate a bit on what the applications of the proposed method would look like, in order to motivate the method soundly. Typically, keypoint matchin..."
yu|dense_keypoints_via_multiview_supervision|NeurIPS_cc_2021_Conference,True,3,1119,0.15512820512820513,0.6243589743589744,"The proposed method is reasonable, well written, and well studied. I cannot comment much about the originality of the work since this is out of my field of research, however the paper was easy to foll..."
yu|dense_keypoints_via_multiview_supervision|NeurIPS_cc_2021_Conference,True,4,1689,0.03815789473684211,0.4609649122807018,"This paper studies an important problem of learning keypoint detectors by using multi-view supervision. Compared to prior works, the key contribution is the learning of dense keypoints and using epipo..."
yu|dense_keypoints_via_multiview_supervision|NeurIPS_cc_2021_Conference,True,5,5771,0.0804937018999519,0.4645408449575115,The paper proposes an interesting technique that introduces multi-view consistency for dense pose estimation. What I would have liked to see is that multi-view consistency allows one to further increa...
faccio|parameterbased_value_functions|ICLR_cc_2021_Conference,True,0,1386,0.06666666666666667,0.2791666666666667,"On page 2, in the background section: the discounted state distribution, what you wrote is not a distribution (doesn't sum to 1). In order to define this $d^{\pi_\theta}$ properly, you can multiply ev..."
faccio|parameterbased_value_functions|ICLR_cc_2021_Conference,True,1,2661,0.18035846267553587,0.39889135254988906,"— idea:
	
A new class of value functions is introduced where the value function takes the parameters of the policy as input, in addition to its common inputs (state or state-action). The proposed type..."
faccio|parameterbased_value_functions|ICLR_cc_2021_Conference,True,2,16246,0.11836806604248463,0.45140491291654056,"**Update**

I have updated my score to 7.
One of the points that was not explained in the original paper was that (ignoring function approximation effects) an optimal solution for $J_b$ (the OffPAC ob..."
faccio|parameterbased_value_functions|ICLR_cc_2021_Conference,True,3,3837,0.09324950806768988,0.41975521448248715,"### Summary:
The paper proposes passing the parameters of a policy to the value function attempting to learn estimates of the return for that policy. This allows the value function to generalize acros..."
guo|machine_versus_human_attention_in_deep_reinforcement_learning_tasks|NeurIPS_cc_2021_Conference,True,0,3194,0.13318452380952384,0.3925595238095238,"Originality: Coincidentally two years ago, I wanted to explore the same research question as the paper: ""How similar are the visual features learned by RL agents and humans when performing the same ta..."
guo|machine_versus_human_attention_in_deep_reinforcement_learning_tasks|NeurIPS_cc_2021_Conference,True,1,2088,0.08936666666666668,0.401925,"Originality: As the authors state, they are the first to undertake research like this, to the best of my knowledge. The results are also novel, though many reaffirm findings from elsewhere. Overall, t..."
guo|machine_versus_human_attention_in_deep_reinforcement_learning_tasks|NeurIPS_cc_2021_Conference,True,2,4135,0.09931592039800996,0.45603233830845774,"*Related work:*

The related work covers different aspects of previous work and acknowledge dual aspect of this work, namely explainable reinforcement learning and studies of human attention. 

*Origi..."
guo|machine_versus_human_attention_in_deep_reinforcement_learning_tasks|NeurIPS_cc_2021_Conference,True,3,14569,0.024683683525146945,0.3794188986262155,"**Post-discussion notes:** Following the authors' responses and discussion with the other reviewers, I'm revising my rating to 7. I still believe there's room to ablate some of the decisions on how yo..."
cucala|explainable_gnnbased_models_over_knowledge_graphs|ICLR_cc_2022_Conference,True,0,14009,0.10730140230140227,0.5208094498094495,"### Clarity and technical correctness
Overall, the paper is well written. I was able to follow the majority of the main paper, and the authors anticipated many of my technical questions and answered t..."
cucala|explainable_gnnbased_models_over_knowledge_graphs|ICLR_cc_2022_Conference,True,1,4278,0.11056152181152179,0.4383183483183485,"The proposed method is very interesting since it provides a theoretically motivated model that is able to learn tasks on knowledge graphs, having the possibility to extract explanations. The MGNN just..."
cucala|explainable_gnnbased_models_over_knowledge_graphs|ICLR_cc_2022_Conference,True,2,3159,0.11083333333333333,0.5269444444444444,"Pros:

* It first transforms the original knowledge graph into a colored graph where each vertex is labeled by a feature vector and represents the facts of the corresponding entity or entity pairs. It..."
cucala|explainable_gnnbased_models_over_knowledge_graphs|ICLR_cc_2022_Conference,True,3,2198,0.02254901960784315,0.4598039215686275,"Strengths:

- This paper studies how to improve the interpretability of GNN-based predictions, which is an important research direction.
- The authors provide a detailed theoretical analysis of the mo..."
tsirtsis|counterfactual_explanations_in_sequential_decision_making_under_uncertainty|NeurIPS_cc_2021_Conference,True,0,1128,0.15745535714285716,0.3725892857142857,"Originality:
The idea of applying counterfactual explanations in decision making process with multiple, dependent actions taken sequentially overtime is referred as original.
The algorithm is not repl..."
tsirtsis|counterfactual_explanations_in_sequential_decision_making_under_uncertainty|NeurIPS_cc_2021_Conference,True,1,14975,0.0803074311728158,0.45760097096635577,"This paper extends existing counterfactual explanations on DNN to MDP and generates explanations for target policies acting in the corresponding MDPs. First of all, I like the idea of generating count..."
tsirtsis|counterfactual_explanations_in_sequential_decision_making_under_uncertainty|NeurIPS_cc_2021_Conference,True,2,1354,0.18725490196078431,0.4666666666666667,"Originality: 
This is an exciting piece of work. The idea of using an MDP to do something similar has been introduced recently elsewhere, but the model introduced in this paper is novel.

A slightly r..."
tsirtsis|counterfactual_explanations_in_sequential_decision_making_under_uncertainty|NeurIPS_cc_2021_Conference,True,3,6042,0.1631722085385878,0.488096422255905,"Overall this is a nice and fairly well-written paper. It is clear in what it does, the formalization and algorithms make sense, and the experiments are insightful and effective. Downsides are a limite..."
lim|finding_regions_of_heterogeneity_in_decisionmaking_via_expected_conditional_covariance|NeurIPS_cc_2021_Conference,True,0,2188,-0.04345238095238098,0.598015873015873,"I found the paper clear and well written, the topic relevant, and the presented method interesting. However, there are a few concerns which I have listed below.

### Major
* On overlap. In Assumption~..."
lim|finding_regions_of_heterogeneity_in_decisionmaking_via_expected_conditional_covariance|NeurIPS_cc_2021_Conference,True,1,4176,0.09886894923258559,0.46267178276269183,"Originality:
This paper presents an original estimation problem and algorithm to solve it. To the best of my knowledge, this paper provides a new formalization of the problem of wanting to learn about..."
lim|finding_regions_of_heterogeneity_in_decisionmaking_via_expected_conditional_covariance|NeurIPS_cc_2021_Conference,True,2,9201,0.07604644728704878,0.4170263320639262,"Overall, I found this paper to be interesting. The authors study a potentially important, policy relevant problem -- in many empirical settings such as the criminal justice and health care, it is usef..."
lim|finding_regions_of_heterogeneity_in_decisionmaking_via_expected_conditional_covariance|NeurIPS_cc_2021_Conference,True,3,7774,0.04552105470287286,0.4702346845074118,"## General Points

Finding regions of ""disagreement"" or ""heterogeneity"" in the decisions made by human experts is important to diagnose decision-making issues. For example, if we find that judges are ..."
wu|taking_notes_on_the_fly_helps_language_pretraining|ICLR_cc_2021_Conference,True,0,6509,0.11085240447625766,0.4979482138656449,"The paper proposes an external memory architecture. When encountering the rare words (with a frequency between 100-500), the method will store the average contextualized word embedding of nearby words..."
wu|taking_notes_on_the_fly_helps_language_pretraining|ICLR_cc_2021_Conference,True,1,10489,0.1830673400673401,0.5354042809042809,"This paper proposes Taking Notes on the Fly, a technique to improve the training efficiency of language-modeling style pretraining. It works by identifying rare words in the pre-training and adding a ..."
wu|taking_notes_on_the_fly_helps_language_pretraining|ICLR_cc_2021_Conference,True,2,2054,0.1810682583409856,0.5549838208929118,This work aims at accelerating pre-training by leveraging the contextual embeddings for the rare words. It is argued that the inadequate training of rare words slows down the pre-training. The authors...
wu|taking_notes_on_the_fly_helps_language_pretraining|ICLR_cc_2021_Conference,True,3,3835,0.16959424756034921,0.5355388020642258,*Summary*: This paper proposes a method for improving pretraining convergence speed by augmenting the representations of rare words with the mean-pooled representations from their previously-occuring ...
burda|exploration_by_random_network_distillation|ICLR_cc_2019_Conference,True,0,8963,0.08902623131099949,0.4320720026845854,"The algorithm proposed in this paper consists in driving exploration in RL through an intrinsic reward, computed as the prediction error of a neural network whose target is the output of a randomly in..."
burda|exploration_by_random_network_distillation|ICLR_cc_2019_Conference,True,1,4072,0.13429383116883117,0.4799154491341991,"This paper presents an approach to exploration in RL via random network distillation.
The agent generates a random neural network, and adds an ""intrinsic reward"" based on the regression error of this ..."
burda|exploration_by_random_network_distillation|ICLR_cc_2019_Conference,True,2,6070,0.07418499867479461,0.48632727533237746,"My apologies for posting late, I was seriously injured around the reviewer deadline.

---------------------------------

The authors propose ""random network distillation,"" a method that adds an additi..."
burda|exploration_by_random_network_distillation|ICLR_cc_2019_Conference,True,3,3389,0.06771428571428571,0.45397619047619053,The paper presents a simple but remarkably efficient exploration strategy obtaining state-of-art results in a well known hard-exploration problem (Montezuma's Revenge). The idea consists of several pa...
wang|shapley_explanation_networks|ICLR_cc_2021_Conference,True,0,8007,0.09677956513183789,0.47482167453758345,This work proposes a new model class designed to make SHAP value calculations more efficient. The proposed method exploits sparsity and additivity among intermediate values to provide fast exact SHAP ...
wang|shapley_explanation_networks|ICLR_cc_2021_Conference,True,1,12248,0.12237057341565533,0.4830723511461215,"(I am raising my score by 2 points after the author response)

--

SUMMARY

The authors present a new type of network architecture where the each intermediate layer outputs the shapely contributions o..."
wang|shapley_explanation_networks|ICLR_cc_2021_Conference,True,2,2016,0.09625000000000002,0.43222222222222223,"##########################################################################

Summary:

The paper proposes to incorporate Shapley values as latent representations in deep models. Specifically, the paper..."
menick|practical_real_time_recurrent_learning_with_a_sparse_approximation|ICLR_cc_2021_Conference,True,0,6183,0.14684407989671147,0.4390547581073896,"## Post response update
The author's response has clarified most of the missing details in the paper. I still have an issue with reporting results for 3 runs --- even if the variance is small for 3 ru..."
menick|practical_real_time_recurrent_learning_with_a_sparse_approximation|ICLR_cc_2021_Conference,True,1,3205,1.3528138528133434e-05,0.4395968614718614,"This work presents a method, named SnAp, that takes Real-time Recurrent Learning derivations and proposes to approximate its computations with sparse approximations to make them more computational tra..."
menick|practical_real_time_recurrent_learning_with_a_sparse_approximation|ICLR_cc_2021_Conference,True,2,4926,0.07664565826330533,0.45152310924369726,"## Second Review
The author's thoughtful response has clarified most of the missing details in the paper. It is true that idea is interesting and theoretical analysis are promising. However, I still h..."
menick|practical_real_time_recurrent_learning_with_a_sparse_approximation|ICLR_cc_2021_Conference,True,3,7548,0.1970231601731602,0.47309902597402603,"## Second review

Thanks for taking all my comments seriously. After clarification of the difference with RFLO I see that this work is even richer than I thought and I increase my grade to 8. It seems..."
antonakopoulos|adaptive_extragradient_methods_for_minmax_optimization_and_games|ICLR_cc_2021_Conference,True,0,11225,0.09906375156375155,0.45742820992820965,"In this paper the authors propose a variant of the extragradient method that i) achieves optimal convergence in the smooth and nonsmooth regimes, ii) allows one to work with singular operators. The pa..."
